step,amount,oldbalanceOrig,oldbalanceDest,isFraud,trans_frequency_Dest,avg_trans_amount_Dest,variability_trans_amount_Dest,big_trans_flag,zero_new_balance_Dest_flag,zero_new_balance_Orig_flag,CASH_IN,CASH_OUT,DEBIT,TRANSFER
356,1474.44,14561.0,0.0,0,1,1474.44,0.0,0,1,0,0,0,0,0
380,7215.19,0.0,0.0,0,1,7215.19,0.0,0,1,1,0,0,0,0
381,359856.91,0.0,1854660.29,0,19,242911.33894736844,215601.75470411967,0,0,1,0,1,0,0
356,154597.74,21564.0,9620638.16,0,33,384778.69,650402.3433305186,0,0,1,0,1,0,0
186,8949.01,91953.25,0.0,0,1,8949.01,0.0,0,1,0,0,0,0,0
229,126149.36,1418.0,0.0,0,6,253562.65833333333,305241.5854377499,0,0,1,0,1,0,0
162,25297.96,28345487.6,25922.62,0,7,74345.28428571428,61271.91615310744,0,0,0,1,0,0,0
227,2406.93,0.0,0.0,0,1,2406.93,0.0,0,1,1,0,0,0,0
16,91715.2,23.0,0.0,0,10,127496.392,54530.76863061109,0,1,1,0,1,0,0
280,173232.7,0.0,1051738.75,0,22,175454.34363636363,147276.64909889732,0,0,1,0,0,0,1
161,1361323.14,26586.0,2661235.53,0,7,753395.3614285713,940661.725873976,1,0,1,0,0,0,1
354,153254.44,69.0,241509.13,0,5,83072.024,43601.775400176426,0,0,0,1,0,0,0
275,10258.32,0.0,0.0,0,1,10258.32,0.0,0,1,1,0,0,0,0
259,129661.99,0.0,9080824.63,0,58,295604.5322413793,440104.5587172058,0,0,1,0,1,0,0
376,39921.78,0.0,0.0,0,1,39921.78,0.0,0,1,1,0,0,0,0
397,147079.69,10892.0,4678.54,0,9,190615.8311111111,111438.81225969012,0,1,0,1,0,0,0
324,66366.64,0.0,4531212.91,0,26,252438.66884615383,355032.7980134524,0,0,1,0,1,0,0
323,182268.47,121.0,37279.67,0,3,154819.27666666667,26032.70707932684,0,0,1,0,0,0,1
328,10705.05,0.0,0.0,0,1,10705.05,0.0,0,1,1,0,0,0,0
369,5368.19,0.0,0.0,0,1,5368.19,0.0,0,1,1,0,0,0,0
594,421230.48,2135.0,0.0,0,1,421230.48,0.0,1,1,0,1,0,0,0
349,175262.62,5704427.42,216874.73,0,2,196068.675,29424.205160480546,0,0,0,1,0,0,0
189,1217417.72,0.0,2317557.34,0,16,566052.788125,665349.8839691075,1,0,1,0,0,0,1
38,303336.31,1062.0,0.0,0,11,186662.3363636364,135721.0600389938,0,0,1,0,1,0,0
135,24199.56,90311.0,0.0,0,1,24199.56,0.0,0,1,0,0,0,0,0
279,117098.46,0.0,319752.41,0,4,151307.11,110362.31476202342,0,0,1,0,1,0,0
130,191774.12,8336391.16,2706797.01,0,37,257034.58243243245,235517.6698030137,0,0,0,1,0,0,0
298,13713.83,0.0,0.0,0,1,13713.83,0.0,0,1,1,0,0,0,0
327,29579.69,0.0,0.0,0,1,29579.69,0.0,0,1,1,0,0,0,0
94,43479.39,0.0,0.0,0,1,43479.39,0.0,0,1,1,0,0,0,0
237,292217.06,52090.0,0.0,0,1,292217.06,0.0,0,1,0,1,0,0,0
41,244265.5,14109.0,1719850.16,0,34,303252.29147058824,372707.39496498456,0,0,1,0,1,0,0
325,5146.82,0.0,0.0,0,1,5146.82,0.0,0,1,1,0,0,0,0
332,553127.73,59916.0,22328251.2,0,23,761929.804347826,1664684.0917357306,1,0,1,0,0,0,1
214,3154.34,350.0,0.0,0,1,3154.34,0.0,0,1,1,0,0,0,0
167,15194.03,41591.0,0.0,0,1,15194.03,0.0,0,1,0,0,0,0,0
351,3547.8,891954.69,534316.75,0,12,198698.86916666664,176054.9896102895,0,0,0,1,0,0,0
261,54983.04,0.0,61876.37,0,8,160998.18875,102714.14835824982,0,0,1,0,1,0,0
41,540936.66,174929.0,384965.42,0,29,244287.70413793105,270115.93388417654,1,0,1,0,1,0,0
181,11863.5,0.0,0.0,0,1,11863.5,0.0,0,1,1,0,0,0,0
183,243611.49,50594.0,1228489.49,0,19,297986.7147368421,379869.5492717546,0,0,1,0,1,0,0
379,2046.31,0.0,0.0,0,1,2046.31,0.0,0,1,1,0,0,0,0
182,157947.84,8718.0,2544418.73,0,28,265532.20285714284,237890.75382620495,0,0,0,1,0,0,0
187,274767.46,226163.07,2225339.51,0,23,290045.67,331470.92844619503,0,0,0,1,0,0,0
405,13109.38,0.0,0.0,0,1,13109.38,0.0,0,1,1,0,0,0,0
275,70578.39,32056.0,0.0,0,3,59790.670000000006,51230.60836972756,0,0,1,0,1,0,0
159,717392.48,50483.77,4041272.96,0,28,401571.59607142856,515618.6294589012,1,0,1,0,0,0,1
159,266455.27,0.0,11029663.17,0,11,1254046.8927272726,3126295.732762994,0,0,1,0,1,0,0
251,218640.43,10739.0,115916.59,0,9,179643.15555555554,106358.26149896292,0,0,1,0,1,0,0
287,260856.04,8379302.77,914153.09,0,9,234003.6933333333,99031.22793434502,0,0,0,1,0,0,0
402,2756.28,3847959.34,621288.67,0,2,35189.575,45867.60566144749,0,0,0,1,0,0,0
332,150927.74,5635911.4,278919.2,0,4,168846.2225,57132.85303556871,0,0,0,1,0,0,0
155,138758.33,148763.0,566485.36,0,23,365703.44260869565,461937.50151456567,0,0,0,1,0,0,0
8,42731.16,0.0,0.0,0,1,42731.16,0.0,0,1,1,0,0,0,0
44,228270.25,0.0,537950.56,0,22,311174.4659090909,256304.86819400848,0,0,1,0,1,0,0
185,329901.14,205927.0,1146103.07,0,10,778860.5090000001,1890716.6129070225,0,0,0,1,0,0,0
353,35015.38,294207.0,0.0,0,1,35015.38,0.0,0,1,0,0,0,0,0
48,11256.74,99273.0,0.0,0,1,11256.74,0.0,0,1,0,0,0,0,0
277,261740.62,0.0,1499323.88,0,12,234373.99666666667,165877.77236484626,0,0,1,0,0,0,1
251,41595.72,309394.0,0.0,0,6,49946.32666666667,38326.1839133111,0,0,0,0,1,0,0
398,188583.26,0.0,333646.28,0,7,132931.2442857143,95683.17979411792,0,0,1,0,1,0,0
188,345047.47,20271.0,0.0,0,8,201822.2225,171144.62234945947,0,0,1,0,1,0,0
379,75562.43,0.0,478744.69,0,3,338233.18,227664.5418872032,0,0,1,0,1,0,0
254,620447.26,0.0,1693544.17,0,33,207066.87363636363,168177.6269787619,1,0,1,0,0,0,1
226,133990.43,99431.0,313508.99,0,10,107137.73500000002,72711.88280233236,0,0,1,0,1,0,0
380,51686.93,9360295.74,7128056.18,0,15,239760.32733333332,284254.70734651183,0,0,0,1,0,0,0
286,106558.01,0.0,214847.36,0,8,498326.44125,629077.5283526279,0,0,1,0,1,0,0
360,128593.37,803.0,618145.74,0,5,217801.158,156459.96205677756,0,0,1,0,1,0,0
185,128303.81,3131242.4,325118.27,0,16,192131.2525,123553.9024912767,0,0,0,1,0,0,0
275,9549.82,131352.0,0.0,0,1,9549.82,0.0,0,1,0,0,0,0,0
332,138971.07,2558675.97,3160437.76,0,10,397419.438,773489.0922405613,0,0,0,1,0,0,0
202,12774.22,15811.7,0.0,0,1,12774.22,0.0,0,1,0,0,0,0,0
348,94961.21,0.0,388424.38,0,6,134992.94666666668,110936.05224629091,0,0,1,0,1,0,0
404,244289.67,862999.08,504131.0,0,4,493112.00750000007,503440.68391221727,0,0,0,1,0,0,0
256,151121.77,31052.0,0.0,0,2,137908.15,18686.88061204437,0,0,1,0,1,0,0
686,21509.1,12463.0,0.0,0,1,21509.1,0.0,0,1,1,0,0,0,0
255,101879.3,397040.0,0.0,0,5,82919.698,58587.28481991737,0,0,0,0,1,0,0
476,142.98,50654.0,0.0,0,1,142.98,0.0,0,1,0,0,0,0,0
236,296399.09,27644.0,1749650.54,0,15,232838.332,316815.0733906116,0,0,1,0,1,0,0
202,1174.85,0.0,0.0,0,1,1174.85,0.0,0,1,1,0,0,0,0
36,19321.48,55497.0,0.0,0,1,19321.48,0.0,0,1,0,0,0,0,0
10,247235.89,5017594.76,2223408.72,0,58,257045.1156896552,281917.65191326203,0,0,0,1,0,0,0
303,165024.77,1712.1,2907690.2,0,13,498496.2438461538,554243.0734498334,0,0,1,0,1,0,0
372,17351.79,30380.0,0.0,0,1,17351.79,0.0,0,1,0,0,0,0,0
349,71159.11,359253.6,1628925.89,0,16,230120.91875,141254.52357369167,0,0,0,0,0,0,1
15,73377.48,392.0,7280671.58,0,50,425848.708,626180.1674887481,0,0,1,0,1,0,0
202,45685.03,3231.0,752108.07,0,17,187395.5523529412,161343.89773144465,0,0,1,0,1,0,0
180,4227.94,0.0,0.0,0,1,4227.94,0.0,0,1,1,0,0,0,0
282,13714.72,0.0,0.0,0,1,13714.72,0.0,0,1,1,0,0,0,0
154,321384.97,52176.0,268931.66,0,16,154263.02,110052.60270321842,0,0,1,0,1,0,0
252,303582.66,299942.0,25284.29,0,11,312402.9390909091,240220.8278712436,0,0,1,0,1,0,0
282,231.98,0.0,0.0,0,1,231.98,0.0,0,1,1,0,0,0,0
136,480387.83,0.0,6528083.52,0,25,389741.5096,509529.66934639495,1,0,1,0,0,0,1
136,2065.42,10464.0,0.0,0,1,2065.42,0.0,0,1,0,0,0,0,0
229,11841.86,224384.61,0.0,0,1,11841.86,0.0,0,1,0,0,0,0,0
188,45993.85,7264.0,307267.17,0,13,104671.47615384616,52506.02422860202,0,0,1,0,1,0,0
130,120611.83,8856940.04,202748.1,0,12,165839.61333333334,79431.94610241312,0,0,0,1,0,0,0
300,375593.52,0.0,794825.39,0,17,161627.1005882353,126943.94949259178,1,0,1,0,1,0,0
397,19616.43,61576.0,0.0,0,1,19616.43,0.0,0,1,0,1,0,0,0
328,12730.2,16032.28,0.0,0,1,12730.2,0.0,0,1,0,0,0,0,0
209,161832.25,11565.0,0.0,0,3,111645.49333333332,60213.26472731431,0,0,1,0,1,0,0
332,106767.2,180160.0,0.0,0,1,106767.2,0.0,0,0,0,0,1,0,0
249,63485.25,0.0,2304819.13,0,12,312453.175,382901.3765202003,0,0,1,0,1,0,0
258,28160.18,245268.0,0.0,0,1,28160.18,0.0,0,1,0,0,0,0,0
183,28887.08,170104.71,0.0,0,1,28887.08,0.0,0,1,0,0,0,0,0
208,146046.96,0.0,264801.44,0,9,182765.1188888889,180904.313459466,0,0,1,0,0,0,1
690,417492.62,41384.0,0.0,0,1,417492.62,0.0,1,0,1,0,0,0,1
279,5743.88,1673.0,0.0,0,1,5743.88,0.0,0,1,1,0,0,0,0
522,222890.49,0.0,3268665.55,0,14,359574.35357142857,445365.9389900286,0,0,1,0,1,0,0
39,614667.32,216929.0,0.0,0,28,226433.00892857145,200169.4925371637,1,0,1,0,0,0,1
278,9784.48,179.0,0.0,0,9,187584.3088888889,167983.35097118758,0,0,1,0,0,0,1
182,41485.49,5631597.61,1389791.31,0,23,420094.8230434783,607608.7227716311,0,0,0,1,0,0,0
136,23483.49,0.0,0.0,0,1,23483.49,0.0,0,1,1,0,0,0,0
43,2867.7,0.0,0.0,0,1,2867.7,0.0,0,1,1,0,0,0,0
34,297465.9,80421.0,12899726.44,0,41,577346.7307317073,1918712.312748752,0,0,1,0,1,0,0
37,213887.35,517338.87,7115661.36,0,39,514428.5156410256,944918.658847576,0,0,0,1,0,0,0
14,9577.36,0.0,0.0,0,1,9577.36,0.0,0,1,1,0,0,0,0
373,4631.38,240105.48,0.0,0,1,4631.38,0.0,0,1,0,0,0,0,0
163,13708.32,15925.0,0.0,0,1,13708.32,0.0,0,1,0,0,0,0,0
205,120149.77,4041838.1,3663614.81,0,16,470563.31875,449839.485612273,0,0,0,1,0,0,0
133,43292.65,22347091.8,269291.51,0,15,144484.53866666666,147151.77813471493,0,0,0,1,0,0,0
274,10933.74,274.0,0.0,0,1,10933.74,0.0,0,1,1,0,0,0,0
10,10492.9,87414.02,0.0,0,1,10492.9,0.0,0,1,0,0,0,0,0
687,173545.26,66757.0,118918.67,0,4,99829.49,71616.48161328369,0,0,1,0,1,0,0
159,1057.85,0.0,0.0,0,1,1057.85,0.0,0,1,1,0,0,0,0
47,9530.1,53309.0,0.0,0,1,9530.1,0.0,0,1,0,0,0,0,0
225,243.12,4866.3,0.0,0,1,243.12,0.0,0,1,0,0,0,0,0
188,8262.02,46543.0,0.0,0,1,8262.02,0.0,0,1,0,0,0,0,0
254,267466.87,0.0,3118170.35,0,15,284702.7533333333,305692.1056251811,0,0,1,0,1,0,0
522,82351.46,69923.0,591990.41,0,6,160010.565,124981.93997408726,0,0,1,0,1,0,0
185,9009.32,236672.0,0.0,0,1,9009.32,0.0,0,1,0,0,0,0,0
350,15349.5,11284.0,0.0,0,1,15349.5,0.0,0,1,1,0,0,0,0
306,221731.28,10973926.67,466061.52,0,4,214945.83,186841.1936298193,0,0,0,1,0,0,0
33,5036.44,0.0,0.0,0,1,5036.44,0.0,0,1,1,0,0,0,0
235,147479.99,15766.0,1345659.92,0,22,266721.3468181818,286608.5064318586,0,0,1,0,1,0,0
397,48731.78,1568304.22,3375368.09,0,21,242755.23857142852,245702.37055112724,0,0,0,1,0,0,0
227,536.81,0.0,0.0,0,1,536.81,0.0,0,1,1,0,0,0,0
180,234160.05,0.0,264429.45,0,17,181258.2023529412,130407.50060293492,0,0,1,0,1,0,0
161,63169.37,0.0,16600624.24,0,56,1674140.4482142858,5594036.920945831,0,0,1,0,1,0,0
42,7058.78,0.0,0.0,0,1,7058.78,0.0,0,1,1,0,0,0,0
262,102842.16,2943465.88,947300.27,0,16,166853.50187500002,129878.55493019708,0,0,0,1,0,0,0
587,33277.85,5882224.35,752624.04,0,4,244398.3425,291847.94958641,0,0,0,1,0,0,0
257,230324.78,5021.0,46356.99,0,9,144788.0711111111,146536.47103187215,0,0,1,0,1,0,0
17,18440.48,8331203.5,50332.35,0,31,168816.7741935484,136619.46934910922,0,0,0,1,0,0,0
13,6931.1,54452.76,147885.0,0,31,341900.1129032258,459492.1377989077,0,0,0,0,0,1,0
8,13671.01,0.0,0.0,0,1,13671.01,0.0,0,1,1,0,0,0,0
155,28420.63,0.0,654404.6,0,33,189201.61484848484,132949.13753726723,0,0,1,0,1,0,0
690,583576.89,50079.0,0.0,0,6,196286.5166666667,226657.146110414,1,0,1,0,0,0,1
345,211046.45,6599410.42,223049.35,0,3,131125.09,77982.24301282506,0,0,0,1,0,0,0
228,311867.9,14801.0,4522544.79,0,20,358369.317,346001.4168402628,0,0,0,1,0,0,0
137,56641.9,0.0,1940123.2,0,33,318323.01,677841.2420787116,0,0,1,0,1,0,0
352,15583.57,0.0,212509.91,0,6,157805.85666666666,82044.89677993132,0,0,1,0,1,0,0
255,8876.7,50627.0,0.0,0,1,8876.7,0.0,0,1,0,0,0,0,0
402,179821.55,0.0,650138.01,0,20,135761.38400000002,102724.6181055089,0,0,1,0,1,0,0
202,10690.15,174570.18,0.0,0,1,10690.15,0.0,0,1,0,0,0,0,0
129,211511.83,305956.81,572594.94,0,23,159979.22391304348,134940.02423771954,0,0,0,0,1,0,0
20,157017.98,18356.0,586.0,0,25,329948.8192,600403.3571743519,0,0,0,1,0,0,0
326,57660.67,848697.94,75635.55,0,2,211382.16,217395.01598620013,0,0,0,1,0,0,0
284,7960.9,0.0,0.0,0,1,7960.9,0.0,0,1,1,0,0,0,0
137,7651.89,0.0,4063751.4,0,27,370086.65518518514,658451.4329195489,0,0,1,0,1,0,0
347,19997.19,1580.0,0.0,0,1,19997.19,0.0,0,1,1,0,0,0,0
372,39151.98,11614.0,0.0,0,1,39151.98,0.0,0,1,1,0,0,0,0
42,116427.73,675.0,53451.4,0,15,151850.90666666668,123246.9631827812,0,1,0,1,0,0,0
249,3943.65,100848.0,0.0,0,1,3943.65,0.0,0,1,0,0,0,0,0
39,138297.22,1155963.09,1038560.46,0,23,204570.5456521739,136926.55134458965,0,0,0,1,0,0,0
136,1880.67,768.0,0.0,0,1,1880.67,0.0,0,1,1,0,0,0,0
348,115768.51,521048.0,0.0,0,1,115768.51,0.0,0,0,0,0,1,0,0
159,61397.18,31317700.15,2479305.97,0,21,188164.21,159317.7000587787,0,0,0,1,0,0,0
232,207843.56,10486.0,401436.32,0,15,223161.01266666668,116754.59860555267,0,0,1,0,1,0,0
165,28781.78,5054044.65,1435212.97,0,34,192875.97970588235,129699.67216739675,0,0,0,1,0,0,0
403,14368.06,1747.0,294334.47,0,7,123712.83,60575.126353978274,0,0,1,0,1,0,0
179,358051.43,3001066.75,1171238.01,0,20,342626.478,266811.795683188,0,0,0,1,0,0,0
139,3002.95,460580.74,0.0,0,1,3002.95,0.0,0,1,0,0,0,0,0
14,3927.81,24432.99,10801266.35,0,53,362363.3686792453,506361.5281883294,0,0,0,0,0,1,0
371,17806.15,92933.0,0.0,0,1,17806.15,0.0,0,1,0,0,0,0,0
18,517483.54,0.0,865192.58,0,27,374774.8203703704,716008.6081462034,1,0,1,0,0,0,1
177,157792.46,4929510.28,178641.62,0,16,217208.933125,209907.9135574913,0,0,0,1,0,0,0
380,10119.82,0.0,685134.57,0,26,149021.5076923077,114495.29978058823,0,0,1,0,1,0,0
17,201461.6,186446.0,0.0,0,29,220707.36172413797,293538.8929999972,0,0,1,0,1,0,0
154,66631.09,313257.0,9640.84,0,7,155574.77857142856,112096.612946655,0,0,0,0,1,0,0
183,675.94,0.0,0.0,0,1,675.94,0.0,0,1,1,0,0,0,0
227,17272.14,31452.22,0.0,0,1,17272.14,0.0,0,1,0,0,0,0,0
355,236571.86,0.0,651232.53,0,11,186637.8109090909,133892.97021548857,0,0,1,0,1,0,0
345,47708.57,25597943.03,320481.43,0,8,90898.66375,79829.67687430388,0,0,0,1,0,0,0
299,18870.4,0.0,0.0,0,1,18870.4,0.0,0,1,1,0,0,0,0
186,187040.1,4819.0,51590.89,0,2,131495.39500000002,78552.07512901268,0,1,0,1,0,0,0
35,4059.02,718722.0,0.0,0,1,4059.02,0.0,0,1,0,0,0,0,0
132,425.72,201049.0,0.0,0,1,425.72,0.0,0,1,0,0,0,0,0
276,103856.71,0.0,438797.8,0,7,148677.74142857143,143903.4390365707,0,0,1,0,1,0,0
252,36949.32,0.0,0.0,0,1,36949.32,0.0,0,1,1,0,0,0,0
10,69895.29,0.0,304355.86,0,36,234056.5122222222,242238.5798188599,0,0,1,0,1,0,0
322,127264.06,33290.0,174756.9,0,3,100673.65333333332,26097.27508298392,0,0,0,1,0,0,0
15,172196.53,246759.0,228582.47,0,23,178677.31913043477,135152.40180888426,0,0,0,0,1,0,0
278,3621.37,2622.0,0.0,0,1,3621.37,0.0,0,1,1,0,0,0,0
225,322604.76,3537.0,133920.06,0,7,189511.05,160731.3622496825,0,1,0,1,0,0,0
370,45809.98,0.0,0.0,0,1,45809.98,0.0,0,1,1,0,0,0,0
321,75373.93,406725.0,0.0,0,4,81578.625,17609.41626504884,0,0,0,0,1,0,0
278,46461.86,70645.0,153324.37,0,8,80285.57375,49835.47591026352,0,0,0,0,1,0,0
396,33305.44,31057.0,1371387.97,0,7,202157.66571428571,139667.23255982698,0,0,1,0,1,0,0
140,12520.37,309050.04,0.0,0,1,12520.37,0.0,0,1,0,0,0,0,0
298,4626.66,219042.02,0.0,0,1,4626.66,0.0,0,1,0,0,0,0,0
11,152401.06,19434.0,828055.25,0,29,387597.12,394741.8047549218,0,0,1,0,1,0,0
16,137877.85,0.0,4381508.75,0,43,345518.1453488372,377469.3368574683,0,0,1,0,1,0,0
307,105173.9,16118.0,874302.83,0,6,318421.37833333336,299025.2237661277,0,0,1,0,1,0,0
227,6115.66,53968.0,0.0,0,14,125486.77,98187.06025912416,0,1,0,1,0,0,0
375,110206.35,0.0,464800.22,0,4,201327.125,182480.7535294347,0,0,1,0,1,0,0
312,27270.02,8688696.17,695357.87,0,11,145449.87454545454,136008.45249595522,0,0,0,1,0,0,0
253,1789379.91,130163.11,4329140.53,0,52,310958.7926923077,823981.988151871,1,0,1,0,0,0,1
36,252319.02,11373.0,641895.41,0,27,182806.98592592592,116981.17847916015,0,0,1,0,1,0,0
688,12603.53,0.0,0.0,0,1,12603.53,0.0,0,1,1,0,0,0,0
139,121871.01,114675.81,127848.83,0,19,209243.83263157893,161554.1666524924,0,0,1,0,1,0,0
19,2251.47,0.0,0.0,0,1,2251.47,0.0,0,1,1,0,0,0,0
208,21031.87,0.0,2763318.49,0,27,306668.2377777778,475050.7410884073,0,0,1,0,1,0,0
204,17549.95,0.0,0.0,0,1,17549.95,0.0,0,1,1,0,0,0,0
640,4436.11,0.0,0.0,0,1,4436.11,0.0,0,1,1,0,0,0,0
257,448508.16,0.0,1066385.06,0,29,179890.90862068965,129656.63827976875,1,0,1,0,0,0,1
16,199875.21,61886.0,494624.53,0,30,412290.07833333337,624445.2674708907,0,0,1,0,1,0,0
251,46315.28,101032.0,0.0,0,1,46315.28,0.0,0,1,0,0,0,0,0
17,269.18,0.0,0.0,0,1,269.18,0.0,0,1,1,0,0,0,0
140,57444.69,230570.12,610069.91,0,8,270581.76,272639.16563244484,0,0,0,1,0,0,0
397,19838.49,0.0,0.0,0,1,19838.49,0.0,0,1,1,0,0,0,0
158,29531.61,926743.19,382435.34,0,18,130118.52,87737.66892397532,0,0,0,1,0,0,0
181,47256.69,31590.0,0.0,0,1,47256.69,0.0,0,1,1,0,0,0,0
399,169776.32,0.0,1843446.45,0,10,439000.088,323681.9986397892,0,0,1,0,1,0,0
405,31093.55,24106.0,0.0,0,9,124425.07666666666,96692.12528064215,0,0,1,0,1,0,0
550,5932.63,21781.38,0.0,0,1,5932.63,0.0,0,1,0,0,0,0,0
564,223434.35,4027844.4,13928707.09,0,49,410259.057755102,751370.927888898,0,0,0,1,0,0,0
278,14805.75,21546.0,0.0,0,1,14805.75,0.0,0,1,0,0,0,0,0
227,120476.59,5032.0,122726.68,0,8,125910.20875,39050.35031459492,0,0,1,0,0,0,1
228,1713713.25,100745.0,0.0,0,9,344311.91444444447,521790.7875706058,1,0,1,0,0,0,1
12,17161.99,5016.0,0.0,0,1,17161.99,0.0,0,1,1,0,0,0,0
331,9111.77,52699.0,0.0,0,1,9111.77,0.0,0,1,0,0,0,0,0
542,168150.22,68046.0,0.0,0,1,168150.22,0.0,0,0,1,0,1,0,0
142,4618.51,2523.0,0.0,0,1,4618.51,0.0,0,1,1,0,0,0,0
20,71271.31,0.0,2343225.94,0,53,277051.24358490563,291839.91108391865,0,0,1,0,1,0,0
567,324164.43,11686.75,12221227.1,0,2,167794.72,221140.16462634777,0,0,1,0,0,0,1
250,316054.22,106273.0,178720.05,0,4,211046.165,130081.9183526556,0,0,1,0,1,0,0
131,7540.33,6968662.43,20110.04,0,16,180052.2075,155725.4795750902,0,0,0,1,0,0,0
401,14899.64,90367.0,0.0,0,1,14899.64,0.0,0,1,0,0,0,0,0
258,96456.27,0.0,924342.61,0,9,269998.78222222225,185426.01095683884,0,0,1,0,1,0,0
227,27041.48,272953.11,0.0,0,1,27041.48,0.0,0,1,0,0,0,0,0
326,269176.4,6498.0,696230.02,0,7,148049.66142857145,93033.51094342108,0,0,0,1,0,0,0
236,4467.58,49800.0,812139.98,0,21,241588.6952380952,231566.27243712463,0,0,0,0,0,0,1
330,25901.51,0.0,45839.0,0,4,117925.21,99448.85345847184,0,0,1,0,1,0,0
250,1324602.9,0.0,11192672.77,0,11,403711.19090909086,425499.0393427651,1,0,1,0,0,0,1
327,322626.24,1245283.32,838349.15,0,13,174679.62153846154,125615.66423184775,0,0,0,1,0,0,0
153,14594.76,0.0,0.0,0,1,14594.76,0.0,0,1,1,0,0,0,0
251,359324.98,6172064.15,552048.75,0,16,175473.924375,128531.25294798698,0,0,0,1,0,0,0
181,229224.54,79928.0,512824.23,0,17,211380.24647058823,124522.29237724982,0,0,1,0,1,0,0
191,416962.95,126168.79,3528345.38,0,27,473341.7577777777,617512.6498056699,1,0,1,0,1,0,0
35,112371.43,25313.0,0.0,0,18,276415.4966666667,218852.8170362034,0,0,1,0,1,0,0
209,134998.54,0.0,136279.39,0,9,77195.13888888889,65573.91890324622,0,0,1,0,1,0,0
259,3246.14,0.0,0.0,0,1,3246.14,0.0,0,1,1,0,0,0,0
401,10006.02,3975.23,0.0,0,1,10006.02,0.0,0,1,1,0,0,0,0
324,129011.03,0.0,376094.29,0,10,353511.336,561986.675403876,0,0,1,0,0,0,1
335,692230.76,0.0,12396687.55,0,7,2004551.861428572,3622997.843050375,1,0,1,0,0,0,1
278,116012.07,115709.33,231031.81,0,8,191524.00875,146589.45893570004,0,0,1,0,1,0,0
187,240762.79,41190.0,0.0,0,11,216859.07272727272,126402.6247037798,0,0,1,0,1,0,0
37,16513.27,74000.83,0.0,0,1,16513.27,0.0,0,1,0,0,0,0,0
346,27150.15,50547.0,0.0,0,3,374152.09,306516.4105790011,0,1,0,1,0,0,0
12,251673.32,6683064.37,10170945.44,0,46,408600.282173913,742519.483045809,0,0,0,1,0,0,0
165,103499.02,21219703.87,206154.48,0,8,160789.60125,170845.45412252992,0,0,0,1,0,0,0
153,285570.53,0.0,966459.77,0,26,219442.28884615385,177282.50896585046,0,0,1,0,1,0,0
307,5952.64,14137.34,0.0,0,1,5952.64,0.0,0,1,0,0,0,0,0
208,9097.8,247708.88,0.0,0,1,9097.8,0.0,0,1,0,0,0,0,0
18,11597.68,564046.6,0.0,0,1,11597.68,0.0,0,1,0,0,0,0,0
592,178412.24,21496.0,236722.31,0,6,76980.59,58722.17484487678,0,0,1,0,1,0,0
34,65458.65,11342.0,3525228.72,0,55,232573.62254545456,243107.9994162131,0,0,0,1,0,0,0
375,249536.81,20474066.24,351262.06,0,5,83191.80600000001,95108.695828296,0,0,0,1,0,0,0
256,185603.04,18510.0,121258.01,0,4,135729.02000000002,40792.026201742745,0,0,1,0,1,0,0
303,8909.93,71149.0,207823.98,0,6,65139.13166666668,76976.93523362266,0,0,0,0,1,0,0
374,7869.86,0.0,0.0,0,1,7869.86,0.0,0,1,1,0,0,0,0
331,110375.44,0.0,928623.71,0,5,517264.922,491606.6933956383,0,0,1,0,1,0,0
326,1222.47,84303.0,9062824.67,0,7,190297.39571428573,135032.18499158855,0,0,0,0,0,1,0
284,177018.35,1728777.51,586262.67,0,16,258478.230625,118138.1921748639,0,0,0,1,0,0,0
19,83058.6,100392.0,103183.14,0,32,223550.855625,265171.2215014112,0,0,0,0,1,0,0
395,45830.23,579868.2,70274.65,0,3,67706.41333333333,39919.38321268045,0,0,0,1,0,0,0
307,13140.36,100460.0,0.0,0,1,13140.36,0.0,0,1,0,0,0,0,0
373,415632.13,12610.0,0.0,0,12,125511.75833333336,140470.20369496895,1,1,0,1,0,0,0
187,5745.09,0.0,0.0,0,1,5745.09,0.0,0,1,1,0,0,0,0
277,382455.97,0.0,8191462.52,0,45,351470.4933333333,445639.4779281202,1,0,1,0,1,0,0
43,281693.17,0.0,1246354.09,0,12,194617.68416666667,217057.3932220408,0,0,1,0,1,0,0
18,532162.14,131.0,0.0,0,25,273550.0752,311725.8563217304,1,0,1,0,0,0,1
138,120926.56,68061.0,173486.09,0,8,68276.37375,54493.8615160148,0,0,0,1,0,0,0
278,2587.91,20096.0,0.0,0,1,2587.91,0.0,0,1,0,1,0,0,0
403,230182.74,0.0,392126.38,0,3,207436.3733333333,127778.81680452096,0,0,1,0,1,0,0
209,340436.03,304520.0,632306.57,0,13,300889.4723076923,423998.792911662,0,0,0,1,0,0,0
233,8662.55,0.0,0.0,0,1,8662.55,0.0,0,1,1,0,0,0,0
16,788911.57,280.0,0.0,0,29,245864.65620689656,319166.187888013,1,0,1,0,0,0,1
305,287272.86,105746.0,1732184.97,0,10,272231.021,458536.9578939798,0,0,1,0,1,0,0
371,272437.95,0.0,964593.88,0,7,171281.07142857142,134233.18629385217,0,0,1,0,1,0,0
236,167763.24,5084.0,0.0,0,5,157089.348,105425.82481960134,0,0,1,0,1,0,0
36,35299.3,13252.0,0.0,0,1,35299.3,0.0,0,1,1,0,0,0,0
